grid_active_power,wind_speed,relative_error,anomaly_status,anomaly_severity
3438.43,13.0,0.0034,0,GOOD
3330.52,13.19,0.0346,0,GOOD
3366.7,12.9,0.0241,0,GOOD
3358.56,12.92,0.0265,0,GOOD
3446.75,13.16,0.0009,0,GOOD
3333.72,13.31,0.0337,0,GOOD
3416.81,13.19,0.0096,0,GOOD
3371.23,13.16,0.0228,0,GOOD
3397.53,13.02,0.0152,0,GOOD
3421.12,12.9,0.0084,0,GOOD
3416.54,13.14,0.0097,0,GOOD
3362.66,13.28,0.0253,0,GOOD
2384.69,12.97,0.3088,1,MEDIUM
3323.93,12.21,0.0365,0,GOOD
3386.28,13.29,0.0185,0,GOOD
3364.53,13.0,0.0248,0,GOOD
3387.26,12.69,0.0182,0,GOOD
3331.02,13.93,0.0345,0,GOOD
3389.51,12.82,0.0175,0,GOOD
3327.41,13.35,0.0355,0,GOOD
3391.11,13.06,0.0171,0,GOOD
3330.53,12.97,0.0346,0,GOOD
3335.99,13.07,0.033,0,GOOD
3400.61,12.78,0.0143,0,GOOD
3401.98,12.85,0.0139,0,GOOD
3423.63,13.04,0.0076,0,GOOD
3422.99,12.62,0.0078,0,GOOD
3364.8,13.15,0.0247,0,GOOD
3434.24,12.64,0.0046,0,GOOD
3343.93,13.23,0.0307,0,GOOD
1852.87,12.98,0.4629,1,MEDIUM
3353.32,13.16,0.028,0,GOOD
3353.49,13.1,0.028,0,GOOD
3408.9,13.33,0.0119,0,GOOD
3408.12,13.09,0.0121,0,GOOD
3398.16,13.22,0.015,0,GOOD
3389.42,12.94,0.0176,0,GOOD
2524.73,12.78,0.2682,1,LOW
3410.39,13.19,0.0115,0,GOOD
2640.33,12.78,0.2347,1,LOW
3416.92,13.15,0.0096,0,GOOD
3366.8,12.86,0.0241,0,GOOD
3411.42,13.08,0.0112,0,GOOD
3339.16,13.33,0.0321,0,GOOD
3367.57,13.14,0.0239,0,GOOD
3331.67,13.0,0.0343,0,GOOD
3386.52,13.1,0.0184,0,GOOD
3430.81,12.95,0.0056,0,GOOD
3367.09,13.4,0.024,0,GOOD
3372.44,12.92,0.0225,0,GOOD
3405.99,13.01,0.0128,0,GOOD
3314.82,13.12,0.0392,0,GOOD
3360.84,13.09,0.0258,0,GOOD
3383.57,13.11,0.0193,0,GOOD
3291.36,12.95,0.046,0,GOOD
3354.6,12.99,0.0277,0,GOOD
3408.57,13.18,0.012,0,GOOD
2874.36,13.17,0.1669,1,LOW
3384.39,13.09,0.019,0,GOOD
3416.89,13.24,0.0096,0,GOOD
3391.18,13.19,0.0171,0,GOOD
3408.06,13.17,0.0122,0,GOOD
3366.85,12.78,0.0241,0,GOOD
3375.75,13.09,0.0215,0,GOOD
3368.37,13.06,0.0237,0,GOOD
3419.06,13.27,0.009,0,GOOD
3435.36,12.57,0.0042,0,GOOD
3413.11,13.01,0.0107,0,GOOD
3361.22,13.05,0.0257,0,GOOD
3358.19,12.86,0.0266,0,GOOD
3417.89,12.89,0.0093,0,GOOD
3407.91,13.27,0.0122,0,GOOD
3369.03,13.11,0.0235,0,GOOD
3353.55,13.33,0.028,0,GOOD
3393.97,13.0,0.0162,0,GOOD
3360.98,12.81,0.0258,0,GOOD
3391.18,12.98,0.017,0,GOOD
3435.28,12.95,0.0043,0,GOOD
3447.84,13.14,0.0006,0,GOOD
2541.45,13.14,0.2633,1,LOW
3329.59,13.11,0.0349,0,GOOD
3389.22,13.39,0.0176,0,GOOD
3435.19,13.23,0.0043,0,GOOD
3346.48,12.9,0.03,0,GOOD
3391.72,13.19,0.0169,0,GOOD
3434.99,13.04,0.0043,0,GOOD
3400.72,13.0,0.0143,0,GOOD
3451.13,13.26,0.0003,0,GOOD
2649.25,12.89,0.2321,1,LOW
3354.58,13.18,0.0277,0,GOOD
2912.22,13.15,0.1559,1,LOW
3355.09,12.88,0.0275,0,GOOD
3387.37,12.77,0.0182,0,GOOD
3385.51,13.02,0.0187,0,GOOD
3408.31,12.56,0.0121,0,GOOD
3391.99,13.21,0.0168,0,GOOD
3393.5,13.09,0.0164,0,GOOD
3367.72,13.26,0.0238,0,GOOD
3405.23,13.08,0.013,0,GOOD
3454.95,13.27,0.0014,0,GOOD
3417.72,12.94,0.0094,0,GOOD
2919.33,13.11,0.1538,1,LOW
3329.46,12.97,0.0349,0,GOOD
3351.06,13.01,0.0287,0,GOOD
3376.63,13.05,0.0213,0,GOOD
3361.02,13.09,0.0258,0,GOOD
3384.88,12.92,0.0189,0,GOOD
3448.36,13.11,0.0005,0,GOOD
3434.95,13.04,0.0044,0,GOOD
3364.2,12.81,0.0249,0,GOOD
3341.53,12.75,0.0314,0,GOOD
3423.5,13.21,0.0077,0,GOOD
3378.32,12.67,0.0208,0,GOOD
3330.08,13.01,0.0348,0,GOOD
3415.31,12.8,0.0101,0,GOOD
3430.37,13.31,0.0057,0,GOOD
3301.56,13.12,0.043,0,GOOD
3351.45,13.09,0.0286,0,GOOD
3374.66,12.9,0.0218,0,GOOD
3388.99,12.81,0.0177,0,GOOD
3376.6,13.06,0.0213,0,GOOD
3349.07,13.03,0.0293,0,GOOD
3411.15,12.86,0.0113,0,GOOD
3371.63,12.86,0.0227,0,GOOD
3387.25,12.85,0.0182,0,GOOD
3333.42,12.84,0.0338,0,GOOD
3349.81,12.93,0.029,0,GOOD
3409.96,13.09,0.0116,0,GOOD
3383.91,13.11,0.0192,0,GOOD
3411.56,13.03,0.0111,0,GOOD
3373.49,13.05,0.0222,0,GOOD
3362.91,13.12,0.0252,0,GOOD
3413.28,12.71,0.0106,0,GOOD
3344.8,13.07,0.0305,0,GOOD
3433.84,13.24,0.0047,0,GOOD
3425.03,12.72,0.0072,0,GOOD
3398.76,12.59,0.0149,0,GOOD
3367.81,13.0,0.0238,0,GOOD
3357.59,13.2,0.0268,0,GOOD
3359.18,13.01,0.0263,0,GOOD
3334.0,13.13,0.0336,0,GOOD
3379.08,13.08,0.0206,0,GOOD
3403.41,12.85,0.0135,0,GOOD
3395.98,12.88,0.0157,0,GOOD
3334.7,12.76,0.0334,0,GOOD
3422.05,13.27,0.0081,0,GOOD
3405.15,13.17,0.013,0,GOOD
3447.17,13.02,0.0008,0,GOOD
3403.12,12.69,0.0136,0,GOOD
3430.06,12.17,0.0058,0,GOOD
3136.0,11.77,0.0179,0,GOOD
2913.9,11.53,0.0096,0,GOOD
2601.29,11.28,0.0318,0,GOOD
2203.67,10.79,0.015,0,GOOD
1882.67,10.4,0.0187,0,GOOD
1600.54,10.03,0.0262,0,GOOD
1391.4,9.68,0.0151,0,GOOD
1104.41,9.22,0.0284,0,GOOD
903.58,8.84,0.0407,0,GOOD
757.36,8.45,0.0109,0,GOOD
658.37,8.24,0.0329,0,GOOD
595.87,8.03,0.0134,0,GOOD
496.19,7.72,0.0002,0,GOOD
395.91,7.37,0.0053,0,GOOD
319.85,7.08,0.0053,0,GOOD
246.4,6.68,0.0443,0,GOOD
162.95,6.24,0.0116,0,GOOD
107.47,5.83,0.0063,0,GOOD
70.01,5.45,0.0089,0,GOOD
25.19,5.01,0.2603,0,GOOD
33.02,4.72,0.1759,0,GOOD
-5.0,4.51,0.4251,0,GOOD
72.0,5.54,0.0753,0,GOOD
96.13,5.73,0.0069,0,GOOD
89.97,5.76,0.0994,0,GOOD
110.93,5.93,0.0692,0,GOOD
86.11,5.46,0.2289,0,GOOD
127.46,5.93,0.0684,0,GOOD
98.92,5.84,0.09,0,GOOD
90.93,5.75,0.075,0,GOOD
54.16,5.44,0.2096,0,GOOD
91.1,5.63,0.0611,0,GOOD
76.75,5.57,0.0462,0,GOOD
74.66,5.74,0.2341,0,GOOD
104.12,5.82,0.0173,0,GOOD
107.18,5.81,0.0202,0,GOOD
132.91,5.99,0.0545,0,GOOD
98.37,5.76,0.009,0,GOOD
114.72,5.94,0.0486,0,GOOD
111.84,5.72,0.172,0,GOOD
106.38,5.84,0.0152,0,GOOD
102.61,5.74,0.0598,0,GOOD
96.93,5.81,0.0729,0,GOOD
103.16,5.76,0.0372,0,GOOD
75.37,5.67,0.1639,0,GOOD
141.99,6.17,0.0612,0,GOOD
91.62,5.81,0.1284,0,GOOD
101.12,5.85,0.0734,0,GOOD
123.07,5.87,0.0975,0,GOOD
96.63,5.79,0.0624,0,GOOD
74.72,5.44,0.0904,0,GOOD
118.37,5.82,0.1177,0,GOOD
81.66,5.59,0.0123,0,GOOD
109.58,5.79,0.0708,0,GOOD
107.86,5.81,0.0325,0,GOOD
74.27,5.52,0.0175,0,GOOD
104.69,5.77,0.0445,0,GOOD
96.21,5.56,0.2124,0,GOOD
60.22,5.43,0.1104,0,GOOD
66.57,5.56,0.1583,0,GOOD
86.64,5.75,0.1186,0,GOOD
104.61,5.74,0.0739,0,GOOD
103.22,5.69,0.1148,0,GOOD
100.55,5.84,0.073,0,GOOD
72.17,5.73,0.2525,0,GOOD
97.33,5.82,0.0828,0,GOOD
114.18,5.87,0.0198,0,GOOD
139.25,6.1,0.012,0,GOOD
98.38,5.75,0.0017,0,GOOD
111.52,5.93,0.0654,0,GOOD
112.22,5.8,0.0839,0,GOOD
104.74,5.81,0.0028,0,GOOD
101.36,5.75,0.0265,0,GOOD
102.13,5.78,0.0003,0,GOOD
98.93,5.73,0.0232,0,GOOD
116.88,5.9,0.0086,0,GOOD
79.14,5.66,0.1154,0,GOOD
81.54,5.56,0.0325,0,GOOD
97.06,5.69,0.0534,0,GOOD
99.86,5.68,0.1012,0,GOOD
93.62,5.69,0.0161,0,GOOD
88.09,5.75,0.1008,0,GOOD
83.06,5.69,0.0989,0,GOOD
91.04,5.74,0.0687,0,GOOD
92.81,5.69,0.0063,0,GOOD
101.67,5.82,0.045,0,GOOD
125.71,6.1,0.1066,0,GOOD
89.97,5.79,0.1284,0,GOOD
70.36,5.7,0.2417,0,GOOD
36.11,5.44,0.4747,0,GOOD
128.27,6.03,0.0275,0,GOOD
125.3,5.8,0.2037,0,GOOD
113.48,5.74,0.1624,0,GOOD
57.96,5.45,0.164,0,GOOD
97.5,5.75,0.009,0,GOOD
85.59,5.78,0.1612,0,GOOD
77.69,5.69,0.1581,0,GOOD
67.66,5.58,0.1657,0,GOOD
75.51,5.57,0.0599,0,GOOD
126.48,6.03,0.0438,0,GOOD
102.49,5.78,0.0089,0,GOOD
98.41,5.69,0.0666,0,GOOD
95.44,5.77,0.0519,0,GOOD
97.59,5.76,0.0205,0,GOOD
67.38,5.56,0.1549,0,GOOD
97.61,5.89,0.1486,0,GOOD
81.58,5.74,0.1611,0,GOOD
106.45,5.78,0.0456,0,GOOD
117.58,5.97,0.0539,0,GOOD
60.98,5.58,0.2514,0,GOOD
85.9,5.66,0.0324,0,GOOD
91.73,5.81,0.1259,0,GOOD
128.38,5.89,0.1232,0,GOOD
83.51,5.68,0.0821,0,GOOD
97.25,5.69,0.06,0,GOOD
117.84,5.85,0.0716,0,GOOD
126.63,6.08,0.0869,0,GOOD
100.19,5.78,0.0097,0,GOOD
91.12,5.66,0.0268,0,GOOD
84.54,5.62,0.0039,0,GOOD
99.53,5.75,0.0164,0,GOOD
98.04,5.88,0.1359,0,GOOD
151.78,6.16,0.0175,0,GOOD
88.92,5.72,0.0683,0,GOOD
104.02,5.78,0.0279,0,GOOD
133.46,6.0,0.0399,0,GOOD
108.92,5.81,0.0405,0,GOOD
105.44,5.8,0.0204,0,GOOD
119.27,5.97,0.0383,1,LOW
106.88,5.78,0.0524,0,GOOD
100.84,5.63,0.1741,0,GOOD
117.69,5.94,0.0167,0,GOOD
78.76,5.54,0.0124,0,GOOD
122.98,5.91,0.057,0,GOOD
92.08,5.76,0.079,0,GOOD
80.03,5.72,0.1628,0,GOOD
98.93,5.72,0.0389,0,GOOD
94.25,5.74,0.037,0,GOOD
79.95,5.7,0.1451,0,GOOD
109.61,5.83,0.0246,0,GOOD
106.08,5.71,0.1285,0,GOOD
55.74,5.5,0.2431,0,GOOD
109.04,5.77,0.0894,0,GOOD
88.72,5.9,0.2314,0,GOOD
66.79,5.49,0.0849,0,GOOD
117.16,5.76,0.1717,0,GOOD
87.48,5.7,0.0617,0,GOOD
114.1,5.9,0.0075,0,GOOD
101.71,5.73,0.0574,0,GOOD
94.6,5.87,0.1573,0,GOOD
108.28,5.86,0.0176,0,GOOD
109.32,5.86,0.0124,0,GOOD
142.59,5.98,0.1342,0,GOOD
81.56,5.73,0.1565,0,GOOD
95.07,5.77,0.0585,0,GOOD
94.84,5.82,0.1098,0,GOOD
88.55,5.78,0.1271,0,GOOD
105.14,5.73,0.0928,0,GOOD
63.19,5.64,0.2738,1,LOW
92.1,5.77,0.0814,0,GOOD
72.71,5.56,0.0799,0,GOOD
65.36,5.48,0.0949,0,GOOD
76.45,5.61,0.0903,0,GOOD
67.44,5.58,0.1704,0,GOOD
60.21,5.4,0.0739,0,GOOD
54.29,5.31,0.0749,0,GOOD
39.61,5.17,0.1758,0,GOOD
47.21,5.14,0.0125,0,GOOD
44.3,5.09,0.0194,0,GOOD
26.33,4.9,0.1235,0,GOOD
24.63,4.77,0.0345,0,GOOD
47.95,4.79,0.4165,0,GOOD
45.01,4.73,0.4113,0,GOOD
3.75,4.45,0.2153,0,GOOD
4.3,4.42,0.187,0,GOOD
-3.07,4.19,0.2189,0,GOOD
19.74,4.25,0.2114,0,GOOD
5.37,4.26,0.0825,0,GOOD
10.23,4.19,0.0459,0,GOOD
26.11,4.1,0.3967,0,GOOD
3.99,3.97,0.0054,0,GOOD
10.93,3.94,0.1402,0,GOOD
7.44,3.79,0.1029,0,GOOD
-4.24,3.71,0.1181,0,GOOD
12.2,3.7,0.2111,0,GOOD
-5.0,3.53,0.1139,0,GOOD
13.59,3.35,0.2679,0,GOOD
-5.0,3.09,0.1001,0,GOOD
-4.78,2.86,0.0956,0,GOOD
-5.0,2.53,0.1,0,GOOD
-5.0,2.51,0.1,0,GOOD
-4.27,2.62,0.0854,0,GOOD
-5.0,2.68,0.1,0,GOOD
-2.33,2.38,0.0467,0,GOOD
-5.0,2.36,0.1,0,GOOD
7.9,2.42,0.158,0,GOOD
4.23,2.26,0.0846,0,GOOD
-5.0,2.16,0.1,0,GOOD
-4.59,1.81,0.0917,0,GOOD
-2.35,1.74,0.0469,0,GOOD
14.86,1.5,0.2972,0,GOOD
-5.0,1.42,0.1,0,GOOD
-5.0,1.12,0.1,0,GOOD
-5.0,1.34,0.1,0,GOOD
-5.0,1.21,0.1,0,GOOD
3.07,1.07,0.0614,0,GOOD
2.03,1.23,0.0406,0,GOOD
12.83,1.33,0.2566,0,GOOD
10.41,1.18,0.2083,0,GOOD
23.97,1.39,0.4794,0,GOOD
-0.74,1.27,0.0148,0,GOOD
-2.61,1.89,0.0521,0,GOOD
-5.0,1.24,0.1,0,GOOD
6.97,1.21,0.1393,0,GOOD
1.19,1.34,0.0237,0,GOOD
6.51,1.4,0.1303,0,GOOD
-5.0,1.22,0.1,0,GOOD
3.52,1.25,0.0703,0,GOOD
2.05,1.17,0.041,0,GOOD
1.39,1.09,0.0278,0,GOOD
-5.0,1.28,0.1,0,GOOD
11.89,1.23,0.2379,0,GOOD
20.5,1.37,0.4101,0,GOOD
-5.0,1.11,0.1,0,GOOD
7.2,1.2,0.1441,0,GOOD
-5.0,1.15,0.1,0,GOOD
6.69,1.28,0.1337,0,GOOD
-5.0,1.22,0.1,0,GOOD
-5.0,1.16,0.1,0,GOOD
-5.0,1.16,0.1,0,GOOD
-2.16,1.25,0.0431,0,GOOD
8.39,1.21,0.1678,0,GOOD
-5.0,1.2,0.1,0,GOOD
-3.59,1.29,0.0719,0,GOOD
-5.0,1.11,0.1,0,GOOD
15.81,1.31,0.3162,0,GOOD
4.32,1.37,0.0864,0,GOOD
-5.0,1.25,0.1,0,GOOD
-4.71,1.3,0.0943,0,GOOD
15.56,1.26,0.3112,0,GOOD
7.14,1.21,0.1429,0,GOOD
-5.0,1.31,0.1,0,GOOD
-2.67,1.24,0.0534,0,GOOD
-2.35,1.26,0.047,0,GOOD
-5.0,1.29,0.1,0,GOOD
-5.0,1.15,0.1,0,GOOD
-5.0,0.79,0.1,0,GOOD
13.89,1.33,0.2778,0,GOOD
-3.81,1.23,0.0762,0,GOOD
-1.03,1.26,0.0207,0,GOOD
1.41,1.25,0.0281,0,GOOD
22.18,1.21,0.4436,0,GOOD
0.09,1.15,0.0018,0,GOOD
10.94,1.34,0.2188,0,GOOD
-5.0,1.38,0.1,0,GOOD
-2.59,1.32,0.0519,0,GOOD
0.13,1.27,0.0025,0,GOOD
-5.0,1.5,0.1,0,GOOD
-2.04,1.22,0.0407,0,GOOD
8.88,1.31,0.1776,0,GOOD
-5.0,1.4,0.1,0,GOOD
0.0,1.17,0.0,0,GOOD
7.09,1.35,0.1417,0,GOOD
-5.0,1.46,0.1,0,GOOD
10.95,1.28,0.2191,0,GOOD
0.73,1.3,0.0146,0,GOOD
-1.65,1.22,0.033,0,GOOD
-5.0,1.33,0.1,0,GOOD
-3.74,1.2,0.0747,0,GOOD
3.72,1.28,0.0743,0,GOOD
17.45,1.14,0.3491,0,GOOD
5.68,1.02,0.1136,0,GOOD
11.26,1.24,0.2252,0,GOOD
-5.0,1.23,0.1,0,GOOD
-1.27,1.24,0.0254,0,GOOD
12.21,1.36,0.2441,0,GOOD
-5.0,1.38,0.1,0,GOOD
9.65,1.31,0.193,0,GOOD
7.33,1.35,0.1467,0,GOOD
2.75,1.21,0.0549,0,GOOD
-3.29,1.18,0.0657,0,GOOD
-5.0,1.33,0.1,0,GOOD
17.75,1.17,0.3551,0,GOOD
6.32,1.16,0.1264,0,GOOD
3.41,1.57,0.0681,0,GOOD
-4.13,1.29,0.0826,0,GOOD
0.38,1.23,0.0076,0,GOOD
1.65,1.22,0.0329,0,GOOD
4.0,1.14,0.08,0,GOOD
7.34,1.31,0.1469,0,GOOD
-5.0,1.25,0.1,0,GOOD
-5.0,2.44,0.1,0,GOOD
0.84,1.26,0.0169,0,GOOD
-5.0,1.14,0.1,0,GOOD
-3.24,1.26,0.0647,0,GOOD
-5.0,1.23,0.1,0,GOOD
4.92,1.28,0.0983,0,GOOD
19.83,1.07,0.3965,0,GOOD
-5.0,1.32,0.1,0,GOOD
22.74,1.17,0.4548,0,GOOD
-2.33,1.39,0.0466,0,GOOD
3.48,1.27,0.0696,0,GOOD
-5.0,1.22,0.1,0,GOOD
9.97,1.3,0.1994,0,GOOD
0.41,1.3,0.0083,0,GOOD
-0.61,1.76,0.0123,0,GOOD
-5.0,2.3,0.1,0,GOOD
0.74,2.86,0.0148,0,GOOD
8.51,3.22,0.1692,0,GOOD
-1.94,3.45,0.0475,0,GOOD
17.63,4.09,0.2312,0,GOOD
29.33,4.57,0.2211,0,GOOD
21.22,4.81,0.1411,0,GOOD
64.17,5.18,0.3026,0,GOOD
94.92,5.72,0.0078,0,GOOD
143.52,6.14,0.0223,0,GOOD
203.0,6.53,0.0264,0,GOOD
333.81,7.15,0.0141,0,GOOD
387.63,7.48,0.0873,0,GOOD
522.38,7.83,0.022,0,GOOD
671.0,8.31,0.0527,0,GOOD
922.4,8.81,0.005,0,GOOD
1194.36,9.32,0.0004,0,GOOD
1527.75,9.88,0.0084,0,GOOD
1827.67,10.35,0.0292,0,GOOD
2219.05,10.86,0.0361,0,GOOD
2631.21,11.28,0.0223,0,GOOD
3137.51,11.74,0.0082,0,GOOD
3388.06,12.21,0.018,0,GOOD
3339.77,12.69,0.0319,0,GOOD
3401.58,13.23,0.014,0,GOOD
3447.84,13.12,0.0006,0,GOOD
3404.67,12.9,0.0131,0,GOOD
3335.04,13.03,0.0333,0,GOOD
3400.03,13.39,0.0145,0,GOOD
3450.53,13.1,0.0002,0,GOOD
3315.82,13.05,0.0389,0,GOOD
3382.3,12.97,0.0196,0,GOOD
3379.41,12.9,0.0205,0,GOOD
3382.96,13.07,0.0194,0,GOOD
3385.89,13.08,0.0186,0,GOOD
3410.69,13.02,0.0114,0,GOOD
3373.91,13.46,0.0221,0,GOOD
3443.45,12.92,0.0019,0,GOOD
3395.68,12.88,0.0157,0,GOOD
3368.89,12.97,0.0235,0,GOOD
3360.73,13.02,0.0259,0,GOOD
3308.5,12.9,0.041,0,GOOD
3396.94,13.07,0.0154,0,GOOD
3467.6,13.09,0.0051,0,GOOD
3381.52,13.14,0.0199,0,GOOD
1404.18,12.95,0.593,1,MEDIUM
3372.14,13.24,0.0226,0,GOOD
3377.85,13.13,0.0209,0,GOOD
3431.4,13.48,0.0054,0,GOOD
3470.36,12.91,0.0059,0,GOOD
3430.0,12.9,0.0058,0,GOOD
3415.51,12.98,0.01,0,GOOD
3383.06,13.09,0.0194,0,GOOD
3381.91,13.11,0.0197,0,GOOD
3357.71,13.13,0.0268,0,GOOD
3337.75,13.37,0.0325,0,GOOD
3344.29,12.73,0.0306,0,GOOD
3373.91,12.75,0.0221,0,GOOD
3366.29,13.01,0.0243,0,GOOD
3325.75,13.35,0.036,0,GOOD
3371.29,13.15,0.0228,0,GOOD
3373.15,12.87,0.0223,0,GOOD
3344.72,13.06,0.0305,0,GOOD
3378.02,13.0,0.0209,0,GOOD
3361.35,13.0,0.0257,0,GOOD
3353.95,12.95,0.0278,0,GOOD
3428.52,13.05,0.0062,0,GOOD
2458.32,13.21,0.2874,1,LOW
2917.94,12.96,0.1542,1,LOW
3379.36,13.13,0.0205,0,GOOD
3395.65,13.16,0.0158,0,GOOD
3406.66,13.24,0.0126,0,GOOD
3373.54,12.89,0.0222,0,GOOD
3349.6,13.03,0.0291,0,GOOD
3372.02,12.93,0.0226,0,GOOD
3385.02,13.05,0.0188,0,GOOD
3443.08,13.05,0.002,0,GOOD
3365.25,12.86,0.0246,0,GOOD
3393.4,13.06,0.0164,0,GOOD
3444.64,13.38,0.0016,0,GOOD
3388.39,13.11,0.0179,0,GOOD
3414.97,12.83,0.0102,0,GOOD
3394.08,12.88,0.0162,0,GOOD
3412.05,13.03,0.011,0,GOOD
3398.81,12.89,0.0148,0,GOOD
3413.84,13.23,0.0105,0,GOOD
3377.04,12.81,0.0211,0,GOOD
3375.45,13.11,0.0216,0,GOOD
3392.4,12.78,0.0167,0,GOOD
3437.59,13.02,0.0036,0,GOOD
3421.57,12.87,0.0082,0,GOOD
2211.73,13.14,0.3589,1,MEDIUM
3399.94,13.2,0.0145,0,GOOD
2642.32,13.09,0.2341,1,LOW
3381.59,13.21,0.0198,0,GOOD
3416.08,12.65,0.0098,0,GOOD
3426.89,13.05,0.0067,0,GOOD
3352.92,13.11,0.0281,0,GOOD
3364.27,13.13,0.0248,0,GOOD
3452.17,12.74,0.0006,0,GOOD
3395.42,13.1,0.0158,0,GOOD
3446.63,13.13,0.001,0,GOOD
3374.11,13.05,0.022,0,GOOD
3383.87,12.83,0.0192,0,GOOD
3372.12,12.94,0.0226,0,GOOD
3424.76,13.23,0.0073,0,GOOD
3440.82,13.21,0.0027,0,GOOD
3363.04,13.11,0.0252,0,GOOD
3370.15,13.14,0.0231,0,GOOD
3420.2,13.19,0.0086,0,GOOD
3361.99,13.1,0.0255,0,GOOD
3368.28,13.22,0.0237,0,GOOD
3405.08,13.22,0.013,0,GOOD
3418.44,13.44,0.0091,0,GOOD
3395.79,12.95,0.0157,0,GOOD
3391.36,12.95,0.017,0,GOOD
3330.67,12.59,0.0346,0,GOOD
3354.18,13.09,0.0278,0,GOOD
3380.11,13.34,0.0203,0,GOOD
3372.48,13.24,0.0225,0,GOOD
3368.67,13.16,0.0236,0,GOOD
3366.97,13.25,0.0241,0,GOOD
3347.71,13.11,0.0296,0,GOOD
3392.78,12.99,0.0166,0,GOOD
3310.01,13.39,0.0406,0,GOOD
3361.53,13.1,0.0256,0,GOOD
3319.79,13.21,0.0377,0,GOOD
3364.63,12.65,0.0247,0,GOOD
3343.02,12.68,0.031,0,GOOD
3383.93,13.06,0.0192,0,GOOD
3441.0,12.89,0.0026,0,GOOD
3449.6,12.37,0.0001,0,GOOD
3323.35,13.05,0.0367,0,GOOD
3398.76,13.17,0.0149,0,GOOD
3342.64,13.17,0.0311,0,GOOD
3327.54,13.0,0.0355,0,GOOD
3379.89,13.0,0.0203,0,GOOD
3437.69,12.88,0.0036,0,GOOD
3395.21,12.92,0.0159,0,GOOD
3349.05,13.15,0.0293,0,GOOD
3417.53,13.13,0.0094,0,GOOD
3299.02,13.06,0.0438,0,GOOD
3350.92,12.68,0.0287,0,GOOD
3348.84,13.08,0.0293,0,GOOD
3383.05,13.28,0.0194,0,GOOD
3358.27,12.87,0.0266,0,GOOD
3370.73,13.11,0.023,0,GOOD
3377.28,13.27,0.0211,0,GOOD
3384.01,12.97,0.0191,0,GOOD
3411.21,13.16,0.0112,0,GOOD
3404.55,12.99,0.0132,0,GOOD
3386.31,13.29,0.0185,0,GOOD
3404.01,12.64,0.0133,0,GOOD
3408.01,12.92,0.0122,0,GOOD
3355.59,13.02,0.0274,0,GOOD
3379.13,13.16,0.0205,0,GOOD
3426.94,12.95,0.0067,0,GOOD
3351.17,12.93,0.0286,0,GOOD
3449.49,13.14,0.0001,0,GOOD
3333.59,13.03,0.0337,0,GOOD
3376.95,13.15,0.0212,0,GOOD
3360.83,13.08,0.0258,0,GOOD
3458.8,12.85,0.0026,0,GOOD
3363.31,13.0,0.0251,0,GOOD
3355.38,13.13,0.0274,0,GOOD
3359.63,13.19,0.0262,0,GOOD
3377.49,12.92,0.021,0,GOOD
3372.24,13.12,0.0225,0,GOOD
3381.61,12.77,0.0198,0,GOOD
3245.1,12.98,0.0594,0,GOOD
3377.93,12.95,0.0209,0,GOOD
3384.05,13.28,0.0191,0,GOOD
3407.83,12.8,0.0122,0,GOOD
1609.03,13.25,0.5336,1,MEDIUM
3371.45,12.93,0.0228,0,GOOD
3401.93,12.66,0.0139,0,GOOD
3343.53,12.99,0.0309,0,GOOD
3411.4,12.96,0.0112,0,GOOD
3352.76,13.21,0.0282,0,GOOD
3337.7,12.94,0.0326,0,GOOD
3379.27,13.32,0.0205,0,GOOD
3421.7,13.2,0.0082,0,GOOD
3370.67,13.05,0.023,0,GOOD
3417.26,12.88,0.0095,0,GOOD
3350.99,12.76,0.0287,0,GOOD
3403.97,13.08,0.0133,0,GOOD
3355.02,13.01,0.0275,0,GOOD
3405.42,13.12,0.0129,0,GOOD
3374.69,13.15,0.0218,0,GOOD
3401.0,13.45,0.0142,0,GOOD
3410.97,12.96,0.0113,0,GOOD
3359.58,13.16,0.0262,0,GOOD
3407.69,12.97,0.0123,0,GOOD
3439.17,12.9,0.0031,0,GOOD
3365.15,13.05,0.0246,0,GOOD
3334.64,12.94,0.0334,0,GOOD
3392.92,12.73,0.0165,0,GOOD
3362.0,12.82,0.0255,0,GOOD
3362.69,12.84,0.0253,0,GOOD
3401.22,12.91,0.0141,0,GOOD
3351.2,13.24,0.0286,0,GOOD
3367.09,13.03,0.024,0,GOOD
3368.46,12.96,0.0236,0,GOOD
3442.45,13.13,0.0022,0,GOOD
3376.95,13.04,0.0212,0,GOOD
3342.34,13.07,0.0312,0,GOOD
3323.7,12.99,0.0366,0,GOOD
3387.12,12.89,0.0182,0,GOOD
3330.0,13.25,0.0348,0,GOOD
2628.81,13.05,0.238,1,LOW
3425.04,12.91,0.0072,0,GOOD
3413.94,12.61,0.0105,0,GOOD
3367.02,12.4,0.0241,0,GOOD
3423.12,12.01,0.0078,0,GOOD
3160.29,11.8,0.021,0,GOOD
2785.0,11.41,0.0098,0,GOOD
2590.75,11.24,0.0198,0,GOOD
2483.84,11.2,0.047,0,GOOD
2249.13,10.88,0.0282,0,GOOD
1825.32,10.31,0.0134,0,GOOD
1546.17,9.94,0.0238,0,GOOD
1447.49,9.79,0.0217,0,GOOD
1324.2,9.55,0.0043,0,GOOD
1141.96,9.28,0.024,0,GOOD
1068.98,9.09,0.0019,0,GOOD
