grid_active_power,wind_speed,relative_error,anomaly_status,anomaly_severity
2747.97,11.75,0.1334,0,GOOD
630.87,8.61,0.2462,1,LOW
218.62,6.54,0.0446,0,GOOD
-5.0,3.0,0.1,0,GOOD
1722.36,10.1,0.0155,0,GOOD
316.08,7.39,0.2129,1,LOW
414.32,7.49,0.0338,0,GOOD
689.31,8.32,0.035,0,GOOD
314.91,7.37,0.2053,1,LOW
697.52,11.14,0.727,1,HIGH
-5.0,3.61,0.1212,0,GOOD
600.15,8.09,0.0399,0,GOOD
40.96,2.01,0.8192,0,GOOD
262.83,7.6,0.4276,1,MEDIUM
361.28,8.0,0.388,1,MEDIUM
1019.02,9.09,0.0452,0,GOOD
50.58,5.21,0.0084,0,GOOD
39.17,8.06,0.9362,1,HIGH
1284.36,10.01,0.213,1,LOW
2294.64,10.99,0.0499,0,GOOD
-5.0,3.36,0.1044,0,GOOD
208.06,5.31,2.5755,1,HIGH
974.75,8.97,0.0339,0,GOOD
-1.34,3.11,0.027,0,GOOD
50.65,4.26,0.8236,1,HIGH
103.24,4.8,1.5172,1,HIGH
149.31,6.6,0.3261,1,MEDIUM
159.57,6.35,0.1033,0,GOOD
2983.8,13.19,0.1351,0,GOOD
40.61,5.98,0.6767,1,HIGH
656.23,8.92,0.3326,1,MEDIUM
134.38,5.49,0.8393,1,HIGH
-0.5,2.9,0.01,0,GOOD
7.58,4.52,0.1832,1,LOW
3328.32,12.07,0.0353,0,GOOD
1555.47,10.22,0.127,0,GOOD
2923.17,16.76,0.1527,0,GOOD
1941.77,10.84,0.1483,0,GOOD
853.53,8.92,0.1301,0,GOOD
-5.0,2.2,0.1,0,GOOD
48.36,0.32,0.9672,0,GOOD
53.66,5.1,0.1922,1,LOW
121.55,5.34,0.9979,1,HIGH
159.31,5.96,0.3003,1,MEDIUM
-5.0,2.16,0.1,0,GOOD
1178.29,9.5,0.0941,0,GOOD
90.75,5.61,0.0769,0,GOOD
-5.0,5.0,0.8568,1,HIGH
860.28,9.41,0.3113,1,MEDIUM
197.38,6.66,0.146,0,GOOD
454.59,8.03,0.2444,1,LOW
1023.93,9.15,0.0706,0,GOOD
487.51,7.47,0.156,1,LOW
1869.3,10.41,0.0306,0,GOOD
3176.97,13.45,0.0791,0,GOOD
1129.6,9.01,0.0969,0,GOOD
3218.29,12.46,0.0672,0,GOOD
924.6,9.23,0.1924,1,LOW
654.9,8.21,0.0237,0,GOOD
220.02,6.7,0.0832,0,GOOD
833.79,8.59,0.0084,0,GOOD
3044.44,15.3,0.1176,0,GOOD
366.23,7.19,0.0546,0,GOOD
54.96,3.36,1.0948,1,HIGH
123.7,6.41,0.3382,1,MEDIUM
1144.88,9.43,0.0896,0,GOOD
43.39,2.78,0.8678,0,GOOD
2151.85,10.75,0.022,0,GOOD
113.92,1.16,2.2784,0,GOOD
71.37,5.54,0.0747,0,GOOD
844.79,9.64,0.3916,1,MEDIUM
691.03,8.39,0.066,0,GOOD
2995.82,11.73,0.0498,0,GOOD
-5.0,3.56,0.117,0,GOOD
3251.81,12.56,0.0574,0,GOOD
983.9,9.58,0.2694,1,LOW
1336.57,9.47,0.041,0,GOOD
-0.09,5.11,0.886,1,HIGH
541.6,7.66,0.1275,0,GOOD
-5.0,5.37,1.0795,1,HIGH
1919.83,10.49,0.0328,0,GOOD
2792.84,14.26,0.1905,0,GOOD
24.38,2.59,0.4876,0,GOOD
-5.0,1.88,0.1,0,GOOD
219.67,6.16,0.4644,1,MEDIUM
211.26,6.62,0.0566,0,GOOD
67.64,5.61,0.1966,1,LOW
2231.88,11.2,0.1458,0,GOOD
2.89,4.87,0.5614,1,MEDIUM
3051.55,16.11,0.1155,0,GOOD
3491.56,13.85,0.012,0,GOOD
708.09,8.64,0.164,1,LOW
2986.49,19.12,0.1344,0,GOOD
1068.79,9.23,0.0673,0,GOOD
164.07,6.12,0.1401,0,GOOD
1759.31,10.39,0.0795,0,GOOD
1519.89,9.62,0.1059,0,GOOD
-5.0,4.1,0.2264,1,LOW
-5.0,1.58,0.1,0,GOOD
285.39,7.05,0.0895,0,GOOD
949.83,9.34,0.2123,1,LOW
1898.86,10.33,0.0201,0,GOOD
3168.8,14.14,0.0815,0,GOOD
286.6,6.54,0.3602,1,MEDIUM
-5.0,1.18,0.1,0,GOOD
-5.0,4.96,0.816,1,HIGH
3530.49,11.94,0.0425,0,GOOD
402.35,7.19,0.1585,1,LOW
49.18,4.69,0.5282,1,MEDIUM
-5.0,1.77,0.1,0,GOOD
373.86,11.0,0.8455,1,HIGH
1388.62,10.03,0.1571,1,LOW
3017.52,17.35,0.1254,0,GOOD
12.39,3.53,0.2334,1,LOW
-5.0,4.51,0.4232,1,MEDIUM
3435.23,15.96,0.0043,0,GOOD
315.32,7.18,0.0876,0,GOOD
2233.43,11.33,0.1842,1,LOW
221.47,6.65,0.0379,0,GOOD
354.04,7.35,0.0921,0,GOOD
501.65,7.53,0.1416,0,GOOD
3353.55,13.61,0.028,0,GOOD
102.92,2.34,2.0584,0,GOOD
884.16,8.71,0.005,0,GOOD
750.36,8.68,0.1356,0,GOOD
123.92,4.52,2.1436,1,HIGH
39.78,3.19,0.795,1,HIGH
-5.0,2.17,0.1,0,GOOD
38.81,0.99,0.7762,0,GOOD
3036.65,12.94,0.1198,0,GOOD
3055.67,16.98,0.1143,0,GOOD
605.12,8.4,0.1872,1,LOW
3087.98,12.32,0.1049,0,GOOD
1361.32,9.59,0.0044,0,GOOD
669.77,8.4,0.1027,0,GOOD
3129.17,12.84,0.093,0,GOOD
-5.0,4.9,0.7464,1,HIGH
462.14,8.66,0.4619,1,MEDIUM
176.16,6.46,0.1026,0,GOOD
29.11,5.16,0.3758,1,MEDIUM
724.56,8.8,0.2134,1,LOW
19.33,5.0,0.3676,1,MEDIUM
57.78,3.59,1.1358,1,HIGH
88.66,2.5,1.7732,0,GOOD
376.11,7.54,0.1516,1,LOW
377.49,7.23,0.0524,0,GOOD
-5.0,2.76,0.1,0,GOOD
-5.0,2.37,0.1,0,GOOD
-5.0,2.84,0.1,0,GOOD
12.83,2.88,0.2566,0,GOOD
2821.19,13.54,0.1823,1,LOW
174.78,7.05,0.4431,1,MEDIUM
616.23,8.17,0.0599,0,GOOD
1497.49,10.05,0.0965,0,GOOD
207.51,6.94,0.2807,1,LOW
2578.91,16.67,0.2525,0,GOOD
201.52,6.16,0.344,1,MEDIUM
1654.98,10.47,0.1618,1,LOW
1082.25,9.57,0.1927,1,LOW
422.81,7.92,0.2515,1,LOW
992.47,9.41,0.2019,1,LOW
91.97,4.14,1.6978,1,HIGH
551.34,8.12,0.1305,0,GOOD
-5.0,4.56,0.4578,1,MEDIUM
2726.47,18.14,0.2097,0,GOOD
867.46,8.84,0.0808,0,GOOD
69.83,0.42,1.3966,0,GOOD
93.02,0.85,1.8604,0,GOOD
-5.0,1.56,0.1,0,GOOD
3550.19,12.07,0.029,0,GOOD
-5.0,1.68,0.1,0,GOOD
472.32,9.76,0.6776,1,HIGH
1155.76,9.63,0.1614,1,LOW
87.74,0.87,1.7548,0,GOOD
-5.0,2.35,0.1,0,GOOD
-5.0,2.37,0.1,0,GOOD
1931.66,10.43,0.006,0,GOOD
1509.39,9.85,0.009,0,GOOD
2821.71,16.27,0.1821,0,GOOD
2796.96,19.01,0.1893,0,GOOD
3580.45,19.29,0.0378,0,GOOD
591.07,7.95,0.0275,0,GOOD
520.88,15.74,0.849,0,GOOD
-5.0,4.42,0.3682,1,MEDIUM
789.52,8.6,0.0504,0,GOOD
10.45,2.13,0.209,0,GOOD
190.39,6.92,0.3329,1,MEDIUM
101.82,4.77,1.512,1,HIGH
2186.87,10.72,0.005,0,GOOD
2721.84,14.04,0.2111,0,GOOD
184.33,6.35,0.0406,0,GOOD
171.84,6.98,0.4228,1,MEDIUM
342.86,7.31,0.0938,0,GOOD
-5.0,1.74,0.1,0,GOOD
3319.79,12.17,0.0377,0,GOOD
1083.04,9.33,0.0995,0,GOOD
107.8,5.79,0.051,0,GOOD
3159.23,12.42,0.0843,0,GOOD
1204.71,15.25,0.6508,0,GOOD
-5.0,2.51,0.1,0,GOOD
170.28,6.08,0.236,1,LOW
498.6,7.63,0.0587,0,GOOD
-5.0,4.47,0.399,1,MEDIUM
-5.0,2.17,0.1,0,GOOD
428.63,7.54,0.0295,0,GOOD
1226.43,9.94,0.224,1,LOW
26.62,1.54,0.5324,0,GOOD
1739.29,10.33,0.0669,0,GOOD
3051.58,13.63,0.1155,0,GOOD
-5.0,4.46,0.3956,1,MEDIUM
528.95,8.23,0.2178,1,LOW
-5.0,3.99,0.1922,1,LOW
252.77,8.23,0.6266,1,HIGH
54.19,5.65,0.3834,1,MEDIUM
212.64,6.53,0.0186,0,GOOD
92.49,5.54,0.1882,1,LOW
1254.62,9.87,0.1833,1,LOW
2934.91,13.84,0.1493,0,GOOD
2814.31,12.74,0.1843,1,LOW
713.46,8.4,0.0438,0,GOOD
1138.96,9.57,0.1519,1,LOW
-5.0,1.85,0.1,0,GOOD
52.16,5.86,0.5269,1,MEDIUM
177.39,9.06,0.8313,1,HIGH
115.07,3.47,2.2914,1,HIGH
155.56,7.09,0.5182,1,MEDIUM
2756.43,13.87,0.201,1,LOW
815.29,8.5,0.0367,0,GOOD
3122.94,17.98,0.0948,0,GOOD
3117.08,13.32,0.0965,0,GOOD
-5.0,3.09,0.1,0,GOOD
2995.12,13.89,0.1318,0,GOOD
1280.03,9.69,0.0974,0,GOOD
-5.0,1.78,0.1,0,GOOD
-5.0,4.4,0.358,1,MEDIUM
9.19,0.92,0.1838,0,GOOD
3104.56,12.77,0.1001,0,GOOD
973.13,9.1,0.0948,0,GOOD
1092.14,9.52,0.1676,1,LOW
733.55,8.35,0.0095,0,GOOD
618.67,7.95,0.0779,0,GOOD
637.35,8.22,0.0526,0,GOOD
-5.0,3.72,0.135,0,GOOD
205.11,6.13,0.4106,1,MEDIUM
41.15,4.33,0.5982,1,MEDIUM
1015.75,9.45,0.2011,1,LOW
2144.45,11.11,0.1507,1,LOW
54.12,6.25,0.6663,1,HIGH
1264.97,9.7,0.1116,0,GOOD
-5.0,5.48,1.069,1,HIGH
2580.74,14.5,0.252,0,GOOD
-5.0,4.3,0.3062,1,MEDIUM
62.6,6.28,0.6266,1,HIGH
34.39,6.32,0.8006,1,HIGH
73.06,3.41,1.4548,1,HIGH
1021.76,9.41,0.1818,1,LOW
2443.59,16.82,0.2917,0,GOOD
-0.03,2.16,0.0006,0,GOOD
106.49,4.86,1.5248,1,HIGH
2615.25,11.65,0.1455,0,GOOD
-5.0,3.29,0.1022,0,GOOD
30.0,3.65,0.5744,1,MEDIUM
3063.54,12.68,0.112,0,GOOD
3033.0,17.79,0.1209,0,GOOD
904.59,8.69,0.0364,0,GOOD
-5.0,3.29,0.1022,0,GOOD
2958.07,17.33,0.1426,0,GOOD
3020.87,13.69,0.1244,0,GOOD
63.07,3.11,1.2612,1,HIGH
1205.8,9.49,0.0669,0,GOOD
57.59,2.86,1.1518,0,GOOD
45.96,5.0,0.1628,1,LOW
-5.0,2.89,0.1,0,GOOD
-5.0,4.58,0.4724,1,MEDIUM
-5.0,3.81,0.1494,0,GOOD
-5.0,3.29,0.1022,0,GOOD
2449.6,11.39,0.1239,0,GOOD
726.27,8.46,0.0573,0,GOOD
221.89,8.85,0.7655,1,HIGH
4.02,1.9,0.0804,0,GOOD
3500.88,20.75,0.0147,0,GOOD
493.35,8.05,0.1894,1,LOW
1415.1,9.77,0.0371,0,GOOD
-5.0,4.36,0.3358,1,MEDIUM
2504.36,11.57,0.16,1,LOW
447.94,7.8,0.1467,0,GOOD
-5.0,2.49,0.1,0,GOOD
1221.07,9.61,0.1084,0,GOOD
3194.08,14.7,0.0742,0,GOOD
-5.0,2.55,0.1,0,GOOD
3288.15,16.53,0.0469,0,GOOD
3277.99,13.15,0.0499,0,GOOD
340.04,7.31,0.1002,0,GOOD
367.46,7.63,0.2192,1,LOW
820.42,8.71,0.07,0,GOOD
854.76,8.72,0.0351,0,GOOD
2956.29,16.85,0.1431,0,GOOD
2869.16,13.35,0.1684,1,LOW
-5.0,2.03,0.1,0,GOOD
10.29,6.24,0.9362,1,HIGH
88.37,6.21,0.4371,1,MEDIUM
377.96,7.42,0.0729,0,GOOD
313.77,7.08,0.0242,0,GOOD
98.84,3.83,1.923,1,HIGH
89.9,0.76,1.798,0,GOOD
3247.63,19.11,0.0587,0,GOOD
26.92,3.13,0.5382,1,MEDIUM
-5.0,1.77,0.1,0,GOOD
13.15,4.48,0.0468,0,GOOD
2978.98,12.36,0.1365,0,GOOD
40.29,2.1,0.8058,0,GOOD
1017.83,9.07,0.0374,0,GOOD
58.25,1.94,1.165,0,GOOD
1681.79,10.35,0.1061,0,GOOD
695.43,10.25,0.6145,1,HIGH
-5.0,4.1,0.2274,1,LOW
217.29,7.19,0.3759,1,MEDIUM
933.29,9.09,0.1256,0,GOOD
2993.56,15.27,0.1323,0,GOOD
2577.19,11.46,0.1013,0,GOOD
1614.22,10.31,0.1268,0,GOOD
2983.63,13.61,0.1352,0,GOOD
-5.0,0.28,0.1,0,GOOD
2928.8,11.94,0.1327,0,GOOD
2804.67,18.34,0.1871,0,GOOD
-5.0,1.65,0.1,0,GOOD
3012.3,13.24,0.1269,0,GOOD
88.37,6.15,0.4021,1,MEDIUM
84.49,3.64,1.665,1,HIGH
3401.58,13.55,0.014,0,GOOD
-5.0,2.64,0.1,0,GOOD
-5.0,0.9,0.1,0,GOOD
23.65,5.72,0.7514,1,HIGH
-5.0,1.55,0.1,0,GOOD
72.06,2.69,1.4412,0,GOOD
17.22,1.22,0.3444,0,GOOD
-4.36,1.99,0.0872,0,GOOD
2822.61,13.35,0.1819,1,LOW
43.6,5.06,0.0488,0,GOOD
37.74,5.62,0.5552,1,MEDIUM
3205.62,12.82,0.0708,0,GOOD
56.53,5.38,0.1162,0,GOOD
274.73,7.42,0.3269,1,MEDIUM
432.45,7.81,0.1809,1,LOW
3031.96,14.66,0.1212,0,GOOD
63.77,5.51,0.1444,0,GOOD
-5.0,3.87,0.1618,1,LOW
933.15,9.07,0.1178,0,GOOD
141.84,6.06,0.0491,0,GOOD
360.27,7.36,0.0828,0,GOOD
3196.59,14.95,0.0735,0,GOOD
-5.0,3.53,0.1142,0,GOOD
24.49,1.58,0.4898,0,GOOD
2421.75,17.29,0.298,0,GOOD
3485.8,14.45,0.0104,0,GOOD
154.84,6.08,0.1176,0,GOOD
769.6,8.84,0.1827,1,LOW
792.43,8.68,0.0853,0,GOOD
845.31,8.6,0.0151,0,GOOD
25.89,1.02,0.5178,0,GOOD
976.71,8.94,0.0164,0,GOOD
-5.0,4.34,0.33,1,MEDIUM
524.73,7.77,0.0207,0,GOOD
3323.07,18.71,0.0368,0,GOOD
410.34,7.71,0.1699,1,LOW
-5.0,5.96,1.0408,1,HIGH
-5.0,3.98,0.1892,1,LOW
-5.0,2.22,0.1,0,GOOD
78.61,3.71,1.5388,1,HIGH
682.06,8.15,0.0522,0,GOOD
324.08,7.08,0.008,0,GOOD
1337.42,9.78,0.0925,0,GOOD
3137.9,12.15,0.0905,0,GOOD
0.95,3.81,0.0306,0,GOOD
63.58,3.72,1.2362,1,HIGH
2150.99,11.05,0.1286,0,GOOD
-5.0,3.52,0.1136,0,GOOD
90.52,5.39,0.4058,1,MEDIUM
-5.0,3.66,0.1272,0,GOOD
930.22,8.88,0.0332,0,GOOD
41.21,2.47,0.8242,0,GOOD
2122.15,11.14,0.1676,1,LOW
-5.0,3.33,0.1034,0,GOOD
3246.66,12.97,0.0589,0,GOOD
38.96,1.4,0.7792,0,GOOD
39.18,4.28,0.5844,1,MEDIUM
419.57,7.49,0.0203,0,GOOD
118.06,5.81,0.1263,0,GOOD
1681.24,10.81,0.255,1,LOW
45.37,2.9,0.9074,0,GOOD
35.03,5.4,0.4651,1,MEDIUM
25.52,6.16,0.8287,1,HIGH
157.57,5.89,0.3839,1,MEDIUM
669.72,10.45,0.6572,1,HIGH
2952.75,11.75,0.0702,0,GOOD
2904.55,12.45,0.1581,1,LOW
184.84,6.72,0.2382,1,LOW
218.39,6.09,0.5657,1,MEDIUM
819.84,8.42,0.0907,0,GOOD
2717.83,14.17,0.2122,0,GOOD
235.13,6.14,0.6076,1,HIGH
1931.07,10.38,0.0145,0,GOOD
-5.0,3.16,0.1004,0,GOOD
-5.0,4.1,0.2262,1,LOW
-5.0,2.11,0.1,0,GOOD
113.81,5.48,0.5757,1,MEDIUM
534.41,9.82,0.6432,1,HIGH
11.75,2.11,0.235,0,GOOD
852.46,8.8,0.0789,0,GOOD
85.39,4.21,1.5416,1,HIGH
68.28,6.24,0.5753,1,MEDIUM
104.34,5.93,0.1244,0,GOOD
1584.7,10.06,0.0474,0,GOOD
48.82,6.38,0.7332,1,HIGH
-5.0,4.82,0.673,1,HIGH
7.27,0.52,0.1454,0,GOOD
506.61,7.95,0.1158,0,GOOD
-5.0,1.69,0.1,0,GOOD
613.52,8.31,0.1337,0,GOOD
3016.62,12.62,0.1256,0,GOOD
12.9,2.13,0.258,0,GOOD
-1.04,2.39,0.0208,0,GOOD
-5.0,2.67,0.1,0,GOOD
82.65,5.57,0.0282,0,GOOD
3096.89,11.95,0.086,0,GOOD
75.3,5.5,0.0192,0,GOOD
4.8,2.72,0.096,0,GOOD
3330.27,18.31,0.0347,0,GOOD
30.39,4.2,0.4456,1,MEDIUM
1282.94,9.61,0.0632,0,GOOD
3382.05,13.65,0.0197,0,GOOD
155.04,11.19,0.9404,1,HIGH
1431.94,9.84,0.0529,0,GOOD
-5.0,3.14,0.1002,0,GOOD
-5.0,3.46,0.109,0,GOOD
865.82,8.78,0.0506,0,GOOD
3386.79,12.12,0.0183,0,GOOD
2567.38,11.51,0.1192,0,GOOD
1113.23,9.91,0.2881,1,LOW
104.78,5.58,0.2844,1,LOW
456.74,14.98,0.8676,0,GOOD
127.35,8.83,0.8644,1,HIGH
16.64,4.15,0.1896,1,LOW
2469.27,11.46,0.1397,0,GOOD
97.3,4.55,1.5952,1,HIGH
165.82,6.79,0.3558,1,MEDIUM
197.41,6.37,0.0947,0,GOOD
631.08,8.3,0.102,0,GOOD
2372.02,11.23,0.0993,0,GOOD
2303.73,11.17,0.1071,0,GOOD
194.0,6.49,0.0326,0,GOOD
47.19,2.06,0.9438,0,GOOD
30.13,3.08,0.6026,1,HIGH
81.01,3.18,1.6196,1,HIGH
5.62,3.95,0.031,0,GOOD
106.35,2.51,2.127,0,GOOD
-5.0,3.3,0.1026,0,GOOD
387.31,7.35,0.0051,0,GOOD
46.74,5.09,0.0716,0,GOOD
-5.0,3.71,0.1344,0,GOOD
1285.67,9.71,0.0997,0,GOOD
199.57,6.01,0.5472,1,MEDIUM
874.67,8.79,0.0485,0,GOOD
2937.34,12.06,0.1486,0,GOOD
57.1,5.62,0.3259,1,MEDIUM
1811.75,10.47,0.0818,0,GOOD
617.41,8.24,0.0955,0,GOOD
130.44,6.33,0.2531,1,LOW
1932.11,10.7,0.1058,0,GOOD
-5.0,4.57,0.4682,1,MEDIUM
1604.98,10.76,0.2746,1,LOW
-5.0,2.9,0.1,0,GOOD
104.68,4.38,1.8434,1,HIGH
-5.0,5.09,0.9664,1,HIGH
43.71,4.75,0.3638,1,MEDIUM
3018.0,13.9,0.1252,0,GOOD
16.07,4.31,0.1104,0,GOOD
65.63,5.42,0.0194,0,GOOD
6.81,1.93,0.1362,0,GOOD
2037.18,10.62,0.0271,0,GOOD
171.93,5.96,0.402,1,MEDIUM
1192.83,9.53,0.0958,0,GOOD
3197.29,14.98,0.0732,0,GOOD
3260.02,13.51,0.0551,0,GOOD
381.2,7.4,0.0523,0,GOOD
2792.68,14.02,0.1905,0,GOOD
1366.2,9.76,0.0645,0,GOOD
21.89,3.93,0.3618,1,MEDIUM
20.61,1.51,0.4122,0,GOOD
518.04,8.03,0.1378,0,GOOD
181.3,4.91,2.9624,1,HIGH
831.44,8.67,0.0361,0,GOOD
-5.0,3.49,0.1112,0,GOOD
2907.82,18.55,0.1572,0,GOOD
33.73,5.2,0.3293,1,MEDIUM
286.2,7.12,0.135,0,GOOD
-5.0,3.57,0.1172,0,GOOD
3539.85,13.6,0.026,0,GOOD
1871.01,10.62,0.1077,0,GOOD
67.71,4.54,1.011,1,HIGH
-5.0,4.63,0.5084,1,MEDIUM
1090.38,9.03,0.0503,0,GOOD
-5.0,0.46,0.1,0,GOOD
662.53,8.23,0.0212,0,GOOD
1325.25,9.78,0.1008,0,GOOD
934.07,9.05,0.1098,0,GOOD
808.25,8.65,0.0536,0,GOOD
59.51,6.03,0.5479,1,MEDIUM
601.52,8.29,0.1414,0,GOOD
3329.13,12.09,0.035,0,GOOD
3535.27,14.44,0.0247,0,GOOD
559.75,7.75,0.1007,0,GOOD
2506.6,15.15,0.2734,0,GOOD
1456.18,9.78,0.0145,0,GOOD
1016.66,9.17,0.0848,0,GOOD
220.89,6.78,0.1365,0,GOOD
23.16,5.08,0.3848,1,MEDIUM
-5.0,4.34,0.3302,1,MEDIUM
2996.98,14.21,0.1313,0,GOOD
21.4,5.34,0.6466,1,HIGH
982.95,9.15,0.1069,0,GOOD
2769.29,15.71,0.1973,0,GOOD
1028.33,9.14,0.0624,0,GOOD
2351.64,11.14,0.0776,0,GOOD
247.15,6.02,0.8981,1,HIGH
902.36,9.13,0.1722,1,LOW
263.09,6.68,0.1182,0,GOOD
2870.11,13.32,0.1681,1,LOW
21.97,1.71,0.4394,0,GOOD
965.28,8.86,0.014,0,GOOD
-5.0,3.53,0.1138,0,GOOD
1236.3,9.44,0.02,0,GOOD
3257.96,14.22,0.0557,0,GOOD
21.81,5.93,0.8164,1,HIGH
46.18,1.6,0.9236,0,GOOD
108.45,4.85,1.5746,1,HIGH
204.82,6.38,0.1246,0,GOOD
12.36,5.56,0.8437,1,HIGH
-5.0,2.39,0.1,0,GOOD
588.61,8.16,0.096,0,GOOD
848.33,8.59,0.0262,0,GOOD
3185.66,11.87,0.0346,0,GOOD
75.54,14.13,0.9781,0,GOOD
54.53,4.23,0.9144,1,HIGH
1168.69,9.62,0.1485,0,GOOD
10.53,1.5,0.2106,0,GOOD
990.05,9.57,0.2632,1,LOW
6.27,3.84,0.069,0,GOOD
119.25,4.69,1.9242,1,HIGH
2943.66,20.9,0.1468,0,GOOD
3129.27,12.16,0.093,0,GOOD
166.51,8.05,0.7275,1,HIGH
-5.0,4.33,0.3202,1,MEDIUM
607.79,14.91,0.8238,0,GOOD
989.35,9.03,0.0452,0,GOOD
857.02,8.51,0.0819,0,GOOD
1609.82,10.13,0.0599,0,GOOD
2516.33,14.35,0.2706,0,GOOD
-5.0,3.05,0.1,0,GOOD
234.11,6.57,0.0909,0,GOOD
-5.0,1.78,0.1,0,GOOD
843.74,8.56,0.0379,0,GOOD
7.36,4.77,0.3772,1,MEDIUM
900.35,8.66,0.0517,0,GOOD
52.32,4.26,0.8576,1,HIGH
12.67,1.31,0.2534,0,GOOD
33.74,1.53,0.6748,0,GOOD
73.24,1.44,1.4648,0,GOOD
3.63,5.49,0.9503,1,HIGH
26.01,2.42,0.5202,0,GOOD
-5.0,3.13,0.1002,0,GOOD
2422.31,11.04,0.0163,0,GOOD
-5.0,5.15,1.041,1,HIGH
24.48,2.77,0.4896,0,GOOD
829.29,8.66,0.0313,0,GOOD
461.0,7.62,0.0119,0,GOOD
1203.63,9.6,0.1142,0,GOOD
-5.0,3.2,0.1008,0,GOOD
301.46,7.47,0.2854,1,LOW
2788.34,11.44,0.0195,0,GOOD
47.24,6.13,0.6732,1,HIGH
47.81,0.23,0.9562,0,GOOD
599.58,8.01,0.008,0,GOOD
-5.0,1.38,0.1,0,GOOD
-5.0,4.38,0.3512,1,MEDIUM
338.92,7.33,0.118,0,GOOD
1032.18,9.47,0.1932,1,LOW
8.54,5.18,0.8158,1,HIGH
1313.61,9.8,0.1166,0,GOOD
194.94,6.55,0.0776,0,GOOD
-5.0,3.84,0.1554,1,LOW
-5.0,2.21,0.1,0,GOOD
64.71,0.85,1.2942,0,GOOD
152.17,4.79,2.4974,1,HIGH
-5.0,3.41,0.1064,0,GOOD
48.04,3.2,0.96,1,HIGH
298.01,7.02,0.0305,0,GOOD
616.7,7.91,0.1009,0,GOOD
-5.0,3.77,0.1424,0,GOOD
472.82,8.04,0.2198,1,LOW
17.0,5.62,0.8014,1,HIGH
103.7,5.71,0.1018,0,GOOD
-5.0,3.52,0.1136,0,GOOD
-5.0,2.85,0.1,0,GOOD
199.67,6.59,0.0882,0,GOOD
2102.9,10.5,0.0522,0,GOOD
64.04,5.32,0.0863,0,GOOD
44.9,0.43,0.898,0,GOOD
3377.22,13.06,0.0211,0,GOOD
60.53,5.19,0.2128,1,LOW
128.76,5.91,0.1071,0,GOOD
3429.27,13.14,0.006,0,GOOD
3187.04,13.22,0.0762,0,GOOD
3210.5,15.72,0.0694,0,GOOD
-5.0,3.05,0.1,0,GOOD
466.3,7.82,0.1179,0,GOOD
1492.24,10.16,0.1397,0,GOOD
888.5,9.27,0.2387,1,LOW
351.03,7.43,0.148,0,GOOD
321.92,6.96,0.0927,0,GOOD
195.44,6.45,0.0093,0,GOOD
247.39,6.25,0.5212,1,MEDIUM
108.8,5.74,0.1126,0,GOOD
2723.08,13.67,0.2107,1,LOW
3183.35,16.32,0.0773,0,GOOD
12.69,3.24,0.2524,1,LOW
28.19,4.8,0.0102,0,GOOD
3074.01,14.34,0.109,0,GOOD
986.63,8.74,0.105,0,GOOD
2930.63,16.84,0.1505,0,GOOD
3263.78,12.22,0.054,0,GOOD
-5.0,2.85,0.1,0,GOOD
3322.3,13.24,0.037,0,GOOD
121.9,6.37,0.3299,1,MEDIUM
1666.08,10.31,0.0998,0,GOOD
810.57,8.54,0.0059,0,GOOD
2814.11,11.75,0.1131,0,GOOD
-5.0,4.87,0.7164,1,HIGH
15.17,1.19,0.3034,0,GOOD
147.95,5.78,0.4485,1,MEDIUM
-5.0,1.65,0.1,0,GOOD
1421.18,10.01,0.129,0,GOOD
60.7,2.68,1.214,0,GOOD
941.55,9.01,0.0847,0,GOOD
-5.0,2.29,0.1,0,GOOD
126.36,4.89,1.8878,1,HIGH
1.2,3.18,0.0234,0,GOOD
1665.37,10.61,0.2025,1,LOW
1036.7,9.34,0.1414,0,GOOD
174.08,6.2,0.1256,0,GOOD
3341.44,16.92,0.0315,0,GOOD
122.59,5.65,0.3942,1,MEDIUM
3342.75,12.66,0.0311,0,GOOD
3120.58,13.5,0.0955,0,GOOD
359.83,7.58,0.2086,1,LOW
71.88,6.04,0.4609,1,MEDIUM
237.42,7.17,0.3058,1,MEDIUM
226.43,6.4,0.2223,1,LOW
437.4,7.67,0.0936,0,GOOD
2607.84,11.17,0.0105,0,GOOD
446.87,7.95,0.2193,1,LOW
-3.81,5.61,1.0453,1,HIGH
135.93,6.78,0.4702,1,MEDIUM
96.38,5.62,0.1348,0,GOOD
1880.8,10.6,0.0954,0,GOOD
558.55,10.61,0.7322,1,HIGH
48.75,1.48,0.975,0,GOOD
1738.52,11.09,0.3066,1,MEDIUM
361.86,7.19,0.038,0,GOOD
15.44,4.44,0.0292,0,GOOD
-5.0,5.92,1.0424,1,HIGH
30.88,3.55,0.6016,1,HIGH
2221.45,11.19,0.1469,0,GOOD
3366.36,11.86,0.0226,0,GOOD
2696.93,11.7,0.1348,0,GOOD
1132.54,9.3,0.0418,0,GOOD
521.18,7.99,0.1133,0,GOOD
552.54,7.9,0.0079,0,GOOD
623.83,8.05,0.0218,0,GOOD
244.08,11.36,0.9117,1,HIGH
1429.42,10.42,0.26,1,LOW
2933.86,11.61,0.0278,0,GOOD
3168.21,16.87,0.0817,0,GOOD
95.8,4.1,1.791,1,HIGH
378.43,7.89,0.3154,1,MEDIUM
