Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
-0.01,10.86,1.83,272.3,43.93,18.33
-0.03,10.86,1.83,267.08,43.93,18.09
-0.03,10.91,1.84,270,44.26,18.28
-0.03,10.91,1.85,271.18,44.43,17.87
-0.03,10.91,1.86,269.24,44.59,18.25
-0.03,10.94,1.87,273.14,44.92,17.98
-0.03,10.98,1.88,262.73,45.08,18.86
-0.03,11.01,1.89,265.98,45.25,18.52
-0.03,11.01,1.89,268.49,45.25,18.13
-0.03,11.02,1.82,270.53,45.57,18.45
-0.03,11.03,1.82,273.08,45.57,18.01
-0.05,11.05,1.83,270.56,45.74,18.4
-0.05,11.07,1.83,270.79,45.74,18.53
-0.05,11.09,1.83,267.65,45.74,18.62
-0.05,11.12,1.84,271.46,45.9,18.77
-0.05,11.12,1.85,269.88,46.23,18.64
-0.05,11.15,1.86,269.11,46.39,18.77
-0.05,11.2,1.86,268.45,46.39,18.74
-0.05,11.21,1.78,264.68,46.39,18.7
-0.05,11.2,1.79,274.5,46.56,18.52
0.01,11.22,1.79,273.98,46.56,18.72
0.01,11.21,1.8,276.03,46.72,19.03
0.01,11.23,1.81,267.95,47.05,18.27
0.01,11.28,1.82,268.76,47.38,18.61
0.01,11.28,1.83,266.76,47.54,18.89
0.01,11.25,1.83,271.3,47.54,18.2
0.01,11.29,1.76,266.65,47.54,18.32
0.01,11.32,1.77,267.83,47.7,18.05
0.02,11.33,1.78,263.96,48.03,18.83
0.02,11.33,1.79,263.16,48.2,18.82
0.02,11.37,1.79,263.93,48.2,18.57
0.02,11.37,1.79,266.91,48.36,18.65
0.02,11.37,1.79,269.71,48.36,18.41
0.02,11.39,1.79,270.34,48.36,18.74
0.02,11.41,1.79,269.23,48.36,18.6
0.02,11.4,1.73,268,48.52,18.4
0.02,11.45,1.74,257.84,48.85,19.2
0.04,11.43,1.75,271.14,49.02,18.58
0.04,11.5,1.76,273.39,49.18,18.49
0.04,11.51,1.76,268.34,49.34,18.27
0.04,11.49,1.77,275.81,49.51,18.48
0.04,11.52,1.77,264.04,49.51,18.77
0.04,11.49,1.77,265.01,49.51,18.79
0.04,11.52,1.77,268.51,49.51,18.89
0.04,11.52,1.71,273.74,49.67,18.38
0.04,11.55,1.72,267.03,49.84,18.38
0.05,11.56,1.72,266.76,50,18.66
0.05,11.59,1.74,271.18,50.49,18.92
0.05,11.58,1.75,273.1,50.82,18.91
0.05,11.65,1.76,269.15,50.98,18.76
0.05,11.64,1.76,268.76,50.98,18.74
0.05,11.67,1.76,266.11,50.98,18.5
0.05,11.67,1.76,266.3,50.98,18.61
0.05,11.66,1.7,270.51,50.98,17.9
0.05,11.66,1.7,274.83,50.98,18.18
0.05,11.68,1.7,267.83,51.15,18.18
0.05,11.7,1.71,272.16,51.31,18.33
0.05,11.73,1.71,266.34,51.31,18.05
0.05,11.74,1.71,268.64,51.31,18.29
0.05,11.75,1.72,196.65,51.64,18.2
0.05,11.76,1.72,39.03,51.64,30.28
0.05,11.78,1.72,0,51.64,0
0.05,11.81,1.74,0,52.13,0
0.05,11.8,1.69,0,52.3,0
-0.02,11.82,1.69,0,52.3,0
-0.02,11.81,1.71,0,52.95,0
-0.02,11.82,1.72,0,53.28,0
-0.02,11.83,1.72,0,53.44,0
-0.02,11.84,1.72,0,53.44,0
-0.02,11.84,1.73,0,53.61,0
-0.02,11.85,1.73,0,53.61,0
-0.02,11.87,1.73,0,53.61,0
-0.02,11.86,1.68,0,53.61,0
-0.02,11.85,1.68,0,53.61,0
0.42,11.82,1.68,0,53.61,0
0.42,11.77,1.68,0,53.61,0
0.42,11.69,1.68,0,53.61,0
0.42,11.65,1.68,0,53.61,0
0.42,11.58,1.68,0,53.61,0
0.42,11.46,1.68,0,53.61,0
0.42,11.3,1.68,0,53.61,0
0.42,11.16,1.62,0,53.61,0
0.42,10.89,1.63,0,53.77,0
0.89,10.65,1.63,0,53.77,0
0.89,10.37,1.63,0,53.77,0
0.89,10.05,1.63,0,53.77,0
0.89,9.65,1.63,0,53.77,0
0.89,9.22,1.63,0,53.77,0
0.89,8.88,1.63,0,53.77,0
0.89,8.44,1.63,0,53.77,0
0.89,8.07,1.58,0,53.77,0
0.89,7.59,1.58,0,53.77,0
1.31,7.18,1.58,0,53.77,0
1.31,6.74,1.58,0,53.77,0
1.31,6.4,1.58,0,53.77,0
1.31,5.98,1.58,0,53.77,0
1.31,5.65,1.58,0,53.77,0
1.31,5.27,1.58,0,53.77,0
1.31,4.87,1.58,0,53.77,0
1.31,4.58,1.54,0,53.77,0
1.31,4.26,1.54,0,53.77,0
1.69,4.01,1.54,0,53.77,0
1.69,3.68,1.54,0,53.77,0
1.69,3.44,1.54,0,53.77,0
1.69,3.23,1.54,0,53.77,0
1.69,3.03,1.54,0,53.77,0
2.9,-0.01,0.22,0,3.93,81.91
2.9,0.03,0.22,0,3.93,81.91
2.9,-0.02,0.22,0,4.43,81.91
2.9,0.03,0.22,0,4.75,81.91
2.9,0.02,0.22,0,4.92,81.91
2.9,-0.01,0.22,0,5.25,81.91
2.9,0,0.22,0,5.41,81.91
2.9,-0.01,0.22,0,5.57,81.91
2.91,0,0.22,0,5.74,81.91
2.91,0,5.9,0,5.9,81.91
2.91,0,5.9,0,5.9,81.91
2.91,0,6.07,0,6.07,81.91
2.91,0,6.07,0,6.07,81.91
2.91,-0.01,6.23,0,6.23,81.91
2.91,-0.01,6.23,0,6.23,81.91
2.91,-0.01,6.23,0,6.23,81.91
2.89,0.02,3.11,0,6.23,81.91
2.89,-0.01,3.11,0,6.23,81.91
2.89,0,3.11,0,6.23,81.91
2.89,0.03,3.11,0,6.23,81.91
2.89,0.02,3.11,0,6.23,81.91
2.89,0.01,3.11,0,6.23,81.91
2.89,-0.01,3.11,0,6.23,81.91
2.89,0,3.11,0,6.23,81.91
2.89,-0.02,3.11,0,6.23,81.91
2.87,-0.03,3.11,0,6.23,81.91
2.87,0,2.08,0,6.23,81.91
2.87,-0.01,2.08,0,6.23,81.91
2.87,-0.01,2.08,0,6.23,81.91
2.87,-0.01,2.08,0,6.23,81.91
2.87,0,2.08,0,6.23,81.91
2.87,-0.01,2.08,0,6.23,81.91
2.87,0.03,2.08,0,6.23,81.91
2.87,0,2.08,0,6.23,81.91
2.84,0.01,2.08,0,6.23,81.91
2.84,0,1.56,0,6.23,81.91
2.84,0,1.56,0,6.23,81.91
2.84,-0.02,1.56,0,6.23,81.91
2.84,-0.03,1.56,0,6.23,81.91
2.84,0,1.56,0,6.23,81.91
2.84,0,1.56,0,6.23,81.91
2.84,-0.02,1.56,0,6.23,81.91
2.84,-0.02,1.56,0,6.23,81.91
2.83,0,1.56,0,6.23,81.91
2.83,0.01,1.25,1.1,6.23,0.03
2.83,0.02,1.25,1.18,6.23,0.01
2.83,0.01,1.25,1.31,6.23,0.02
2.83,0.02,1.31,1.11,6.56,0.02
2.83,0,1.38,1.34,6.89,0.01
2.83,0.02,1.48,0.86,7.38,0.05
2.83,0,1.57,1.39,7.87,0.02
2.83,0.02,1.8,1.7,9.02,24.47
2.83,0,2.23,2.61,11.15,40.23
1.3,0.01,2.46,2.46,12.3,40.23
1.3,-0.03,2.32,3.2,13.93,40.23
1.3,0,2.68,2.63,16.07,40.23
1.3,0,3.22,2.64,19.34,40.23
1.3,0,3.52,2.31,21.15,40.23
1.3,0.02,3.96,71.84,23.77,40.23
1.3,3.41,5.22,137.13,31.31,26.99
1.3,4.69,6.39,169.75,38.36,20.39
1.3,6.47,7.4,131.25,44.43,19.27
0.58,8.24,8.63,100.2,51.8,19.57
0.58,9.97,8.27,89.49,57.87,19.48
0.58,11.3,9.23,92.35,64.59,18.86
0.58,13,10.16,124.39,71.15,18.81
0.58,14.57,11.1,136.6,77.7,18.86
0.58,16.19,12.11,135.09,84.75,18.86
0.58,17.6,13.19,128.36,92.3,19
0.58,18.96,14.07,117.99,98.52,18.99
0.58,20.48,15.15,116.93,106.07,18.8
0.38,21.75,16.11,125.16,112.79,19.03
0.38,23.13,15.02,122.91,120.16,18.75
0.38,24.24,15.84,125.14,126.72,19.23
0.38,25.49,16.72,121.85,133.77,19.09
0.38,26.65,17.54,119.81,140.33,18.87
0.38,27.91,18.46,123.86,147.7,18.83
0.38,28.9,19.28,124.01,154.26,19.04
0.38,30,20.14,121.94,161.15,18.85
0.38,31.02,21.05,121.34,168.36,19.11
0.35,31.9,21.91,120.18,175.25,19.07
0.35,32.85,20.29,121.26,182.62,19.15
0.35,33.59,21.04,125.7,189.34,19.03
0.35,34.36,21.95,123.73,197.54,19.21
0.35,34.94,22.7,120.3,204.26,19.31
0.35,35.48,23.53,117.4,211.8,19.37
0.35,35.89,24.21,116.88,217.87,19.19
0.35,36.28,25.05,119.74,225.41,18.88
0.35,36.55,25.74,123.11,231.64,18.98
0.32,36.83,26.52,122.34,238.69,19.29
0.32,37.03,24.62,125.28,246.23,19.21
0.32,37.19,25.25,116.96,252.46,18.93
0.32,37.29,26,123.53,260,19.25
0.32,37.38,26.62,123.88,266.23,18.98
0.32,37.43,27.44,118.46,274.43,19.02
0.32,37.44,28.05,123.65,280.49,19.11
0.32,37.37,28.82,122.26,288.2,19.26
0.32,37.31,29.48,124.2,294.75,18.73
0.33,37.18,30.26,123.38,302.62,19.22
0.33,37.06,28.12,121.78,309.34,19.27
0.33,36.88,28.84,120.3,317.21,18.94
0.33,36.66,29.49,122.63,324.43,19.34
0.33,36.42,30.06,119.66,330.66,19.2
0.33,36.07,30.77,118.3,338.52,19.18
0.33,35.66,31.37,118.63,345.08,19.28
0.33,35.22,32.1,117.24,353.11,19.37
0.33,34.84,32.77,122.15,360.49,18.87
0.32,34.36,33.52,119.69,368.69,19.19
0.32,33.94,31.27,121.03,375.25,19.06
0.32,33.45,31.9,124.05,382.79,18.84
0.32,33.02,32.43,119.24,389.18,19.33
0.32,32.48,33.06,126.76,396.72,19.06
0.32,31.93,33.72,120.61,404.59,19.23
0.32,31.45,34.28,119.8,411.31,19.11
0.32,30.92,34.89,127.75,418.69,19.18
0.32,30.45,35.42,121.5,425.08,19.16
0.32,29.86,36.05,119.15,432.62,19.37
0.36,29.36,36.6,121.79,439.18,19.23
0.36,28.86,34.35,123.26,446.56,19.03
0.36,28.42,34.84,126.03,452.95,19.16
0.36,27.88,35.44,121.58,460.66,18.82
0.36,27.39,35.99,119.54,467.87,19.25
0.36,27.01,36.51,119.46,474.59,19.22
0.36,26.58,37.1,125.69,482.3,18.77
0.36,26.23,37.6,127.55,488.85,19.22
0.36,25.87,38.21,127.98,496.72,19.07
0.38,25.58,38.74,119.9,503.61,19.16
0.38,25.23,36.56,127.23,511.8,19.04
0.38,24.96,37.03,122.28,518.36,19.24
0.38,24.7,37.6,125.44,526.39,19.11
0.38,24.43,38.1,123.33,533.44,18.75
0.38,24.22,38.58,127.16,540.16,19.17
0.38,23.97,39.11,127.81,547.54,19.04
0.38,23.77,39.71,127.79,555.9,18.58
0.43,23.6,40.32,123.14,564.43,18.88
0.43,23.36,38.28,123.85,574.26,19.11
0.43,23.19,38.93,130.46,583.93,18.91
0.43,23.03,39.61,128.69,594.1,18.99
0.43,23.01,39.64,128.26,594.59,18.65
0.43,22.93,40.12,132.06,601.8,18.53
0.43,22.83,40.56,128.81,608.36,18.69
0.43,22.78,40.98,117.03,614.75,19.01
0.43,22.7,41.49,121.43,622.3,18.92
0.39,22.61,41.89,122.99,628.36,18.91
0.39,22.54,39.73,129.36,635.74,19.05
0.39,22.48,40.17,130.11,642.79,18.74
0.39,22.4,40.57,124.35,649.18,18.72
0.39,22.34,41.02,126.71,656.39,19.04
0.39,22.29,41.45,121.09,663.28,18.84
0.39,22.24,41.85,128.65,669.67,18.88
0.39,22.18,42.31,124.76,676.89,18.74
0.39,22.14,42.69,119.23,683.11,18.79
0.39,22.07,43.16,125.76,690.49,19.04
0.39,22.04,41.01,125.41,697.21,18.84
0.39,22.03,41.45,119.23,704.59,18.65
0.39,22.01,41.89,124.51,712.13,18.64
0.39,21.96,42.25,128.46,718.2,18.98
0.39,21.95,42.7,126.15,725.9,18.95
0.39,21.93,43.08,123.44,732.3,18.82
0.39,21.92,43.54,124.04,740.16,18.81
0.39,21.89,43.92,121.44,746.72,18.65
0.37,21.9,44.29,121.61,752.95,19.09
0.37,21.89,42,127.05,756.07,18.58
0.37,21.89,42.4,126.56,763.28,19.08
0.37,21.89,42.76,126.13,769.67,18.65
0.37,21.84,43.16,121.08,776.89,18.75
0.37,21.86,43.54,127.56,783.77,18.66
0.37,21.86,43.93,129.69,790.82,18.54
0.37,21.88,44.25,120.46,796.56,18.99
0.37,21.87,44.67,130.59,804.1,18.89
0.35,21.86,45.05,122.45,810.98,18.98
0.35,21.86,43.05,124.51,817.87,18.68
0.35,21.91,43.41,125.8,824.75,18.88
0.35,21.9,43.73,126.18,830.82,18.44
0.35,21.9,44.12,116.76,838.36,18.85
0.35,21.9,44.45,124.38,844.59,19.07
0.35,21.92,44.84,124.33,851.97,18.88
0.35,21.88,45.23,120.28,859.34,19.07
0.35,21.89,45.57,128.35,865.74,18.93
0.35,21.93,45.95,118.4,873.11,19.21
0.35,21.95,46.32,119.2,880,19.17
0.35,21.92,44.36,124.39,887.21,19.05
0.35,21.94,44.7,130.53,894.1,18.8
0.35,21.98,45.05,122.53,900.98,19.09
0.35,21.99,45.37,117.71,907.38,18.9
0.35,22,45.72,122,914.43,19.12
0.35,22.02,46.04,128.43,920.82,18.64
0.35,22.06,46.41,130.26,928.2,18.85
0.35,22.04,46.76,121.73,935.25,18.83
0.36,22.06,47.09,119.78,941.8,19.28
0.36,22.05,45.19,124,949.02,18.74
0.36,22.07,45.48,127.93,955.08,18.94
0.36,22.11,45.88,128.11,963.44,18.84
0.36,22.15,46.2,121.23,970.16,18.78
0.36,22.12,46.52,126.76,976.89,18.73
0.36,22.13,46.84,122.43,983.61,18.98
0.36,22.19,47.21,117.73,991.48,19.22
0.36,22.19,47.54,126.71,998.36,18.82
0.33,22.25,47.89,122.74,1005.74,18.78
0.33,22.3,46.05,122.81,1013.12,19.09
0.33,22.29,46.36,123.68,1020,19.11
0.33,22.29,46.68,118.38,1026.89,18.93
0.33,22.3,46.98,126.71,1033.61,19.17
0.33,22.34,47.32,126.33,1041.15,19.04
0.33,22.34,47.62,120.03,1047.54,19.2
0.33,22.35,47.94,128.49,1054.75,19.09
0.33,22.35,48.23,122.58,1060.98,19.16
0.29,22.33,48.55,128.95,1068.03,18.96
0.29,22.34,46.74,126.79,1074.92,18.57
0.29,22.38,47.05,128.93,1082.13,18.98
0.29,22.39,47.38,119.13,1089.84,18.78
0.29,22.42,47.66,127.66,1096.23,18.74
0.29,22.46,47.99,117.64,1103.77,18.99
0.29,22.48,48.31,126.51,1111.15,19.01
0.29,22.45,48.67,130.33,1119.34,18.96
0.29,22.48,48.94,123.7,1125.57,18.96
0.29,22.49,49.26,125.03,1132.95,18.97
0.29,22.51,47.44,119.6,1138.53,19.15
0.29,22.5,47.77,124.71,1146.56,18.88
0.29,22.46,48.03,124.89,1152.79,19.12
0.29,22.49,48.31,125,1159.34,19.1
0.29,22.47,48.58,124.38,1165.9,18.62
0.29,22.51,48.86,123.88,1172.62,18.74
0.29,22.5,49.23,127.93,1181.48,18.89
0.29,22.53,49.6,124.35,1190.49,19.12
0.27,22.53,47.99,119.53,1199.84,18.68
0.27,22.52,48.37,130.99,1209.18,18.79
0.27,22.52,48.72,124.54,1218.03,19.05
0.27,22.56,48.8,124.24,1220,18.81
0.27,22.55,49.1,130.63,1227.38,18.83
0.27,22.55,49.36,126.9,1234.1,18.56
0.27,22.53,49.65,124.19,1241.31,18.44
0.27,22.56,49.91,123.89,1247.71,18.84
0.29,22.55,50.2,118.63,1255.08,18.99
0.29,22.55,48.52,127.16,1261.48,18.85
0.29,22.55,48.83,118.31,1269.67,18.74
0.29,22.58,49.07,129.41,1275.9,18.55
0.29,22.58,49.37,125.64,1283.61,18.52
0.29,22.58,49.63,126.93,1290.33,18.65
0.29,22.6,49.93,123.78,1298.2,19.11
0.29,22.6,50.17,119.99,1304.43,19.12
0.29,22.64,50.45,125.44,1311.8,18.98
0.29,22.63,50.75,124.78,1319.51,18.76
0.28,22.67,50.96,126.83,1324.92,19
0.28,22.63,49.37,122.28,1333.12,18.95
0.28,22.63,49.62,124.31,1339.67,19.09
0.28,22.63,49.91,116.06,1347.54,19.05
0.28,22.63,50.16,120.96,1354.26,18.88
0.28,22.61,50.43,124.78,1361.64,19.18
0.28,22.6,50.68,124.66,1368.36,18.85
0.28,22.57,50.96,126.36,1375.9,18.52
0.28,22.57,51.21,124.36,1382.62,18.65
0.35,22.57,51.48,121.66,1390,18.85
0.35,22.62,49.91,126.09,1397.54,18.75
0.35,22.6,50.15,115.83,1404.1,18.85
0.35,22.6,50.43,117.3,1411.97,19.12
0.35,22.59,50.67,122.64,1418.85,19.07
0.35,22.58,50.96,118.28,1426.89,19.34
0.35,22.58,51.19,124.91,1433.28,18.84
0.35,22.55,51.42,124.58,1439.84,18.88
0.35,22.55,51.7,126.36,1447.54,19.01
0.32,22.54,51.92,121.65,1453.77,18.83
0.32,22.56,50.4,117.79,1461.48,19.24
0.32,22.52,50.66,117.39,1469.02,18.85
0.32,22.52,50.9,118.55,1476.23,18.91
0.32,22.51,51.12,118.34,1482.62,19.16
0.32,22.52,51.35,115.35,1489.18,18.94
0.32,22.51,51.57,117.16,1495.57,19.47
0.32,22.48,51.84,116.79,1503.28,18.93
0.32,22.49,52.09,116.81,1510.49,19.14
0.31,22.5,52.33,116.48,1517.71,18.94
0.31,22.49,50.81,114.49,1524.43,19.45
0.31,22.44,51.09,116.31,1532.62,19.37
0.31,22.46,51.3,116.13,1538.85,19.16
0.31,22.45,51.53,119.39,1545.9,19.19
0.31,22.42,51.81,118.83,1554.26,19.22
0.31,22.4,52.03,116.69,1560.98,18.84
0.31,22.42,52.24,114.94,1567.21,19.07
0.31,22.39,52.47,119.2,1574.1,19.3
0.3,22.38,52.77,120.64,1582.95,18.91
0.3,22.38,51.33,122.23,1591.31,19.05
0.3,22.4,51.59,117.99,1599.18,18.96
0.3,22.38,51.82,119.46,1606.56,19.33
0.3,22.39,52.07,117.71,1614.26,19.4
0.3,22.38,52.28,123.28,1620.82,18.79
0.3,22.38,52.53,115.76,1628.53,19.36
0.3,22.37,52.76,116.75,1635.57,18.92
0.3,22.36,52.98,117.71,1642.46,19.36
0.34,22.32,53.2,116.94,1649.18,19.36
0.34,22.32,51.74,115.85,1655.74,19.2
0.34,22.33,51.98,114.15,1663.44,19.24
0.34,22.32,52.19,112.51,1670,19.38
0.34,22.28,52.4,118.16,1676.89,19.32
0.34,22.25,52.63,115.78,1684.1,18.99
0.34,22.27,52.84,117.44,1690.98,18.96
0.34,22.24,53.03,116.85,1696.89,19.39
0.34,22.27,53.3,114.56,1705.57,19.18
0.38,22.28,53.49,115.39,1711.8,19.13
0.38,22.29,52.1,118.96,1719.18,18.88
0.38,22.25,52.3,120.86,1725.9,18.77
0.38,22.25,52.5,120.68,1732.46,19.23
0.38,22.21,52.73,118.25,1740.16,19.42
0.38,22.21,52.92,121.39,1746.23,19.25
0.38,22.2,53.15,119.44,1754.1,19.35
0.38,22.18,53.33,121.59,1760,19.19
0.38,22.13,53.57,121.33,1767.87,19.22
0.38,22.13,53.78,116.24,1774.59,18.9
0.4,22.13,54,115.19,1781.97,19.38
0.4,22.13,52.64,115.81,1789.67,19.28
0.4,22.09,52.82,116.7,1795.9,19.31
0.4,22.12,53.05,116.21,1803.77,19.42
0.4,22.1,53.3,118.71,1812.13,19.33
0.4,22.09,53.52,117.33,1819.67,19.32
0.4,22.03,53.77,120.25,1828.2,19.11
0.4,22.02,54.04,117.06,1837.21,19.17
0.4,22,54.32,114.16,1847.05,19.09
0.4,21.98,53.04,118.81,1856.56,19.36
0.4,21.98,53.31,118.96,1865.9,18.99
0.4,21.93,53.39,117.19,1868.69,19.03
0.4,21.9,53.58,117.8,1875.41,19.27
0.4,21.89,53.8,115.15,1882.95,18.75
0.4,21.88,53.98,115.25,1889.18,19.11
0.4,21.86,54.22,118.91,1897.54,19.03
0.4,21.84,54.4,119.36,1903.93,19.24
0.38,21.83,54.64,117.25,1912.46,18.98
0.38,21.8,53.31,115.36,1919.18,19.07
0.38,21.83,53.52,113.91,1926.56,19.39
0.38,21.8,53.71,115.1,1933.61,19.33
0.38,21.78,53.92,115.99,1941.15,19.02
0.38,21.75,54.15,115.2,1949.51,19.31
0.38,21.73,54.34,116.3,1956.07,19.3
0.38,21.73,54.56,117.51,1964.1,19.27
0.38,21.71,54.75,116.8,1970.98,19.27
0.39,21.68,54.97,114.38,1979.02,19.18
0.39,21.71,53.67,115.54,1985.9,19.42
0.39,21.7,53.89,115.65,1994.1,19.09
0.39,21.67,54.07,118.2,2000.49,19.27
0.39,21.66,54.28,117.75,2008.36,19.02
0.39,21.65,54.45,123.81,2014.59,18.99
0.39,21.68,54.58,49.2,2019.34,34.84
0.39,21.62,54.59,0,2020,0
0.39,21.61,54.63,0,2021.15,0
0.37,21.57,54.64,0,2021.8,0
0.37,21.56,53.22,0,2022.3,0
0.37,21.55,53.31,0,2025.9,0
0.37,21.52,53.34,0,2026.89,0
0.37,21.5,53.35,0,2027.21,0
0.37,21.49,53.36,0,2027.71,0
0.37,21.46,53.37,0,2028.2,0
0.37,21.44,53.38,0,2028.36,0
0.37,21.4,53.38,0,2028.36,0
1.08,21.39,53.38,0,2028.53,0
1.08,21.36,52.01,0,2028.53,0
1.08,21.21,52.01,0,2028.53,0
1.08,21.04,52.01,0,2028.53,0
1.08,20.77,52.01,0,2028.53,0
1.08,20.32,52.01,0,2028.53,0
1.08,19.76,52.01,0,2028.53,0
1.08,19.12,52.01,0,2028.53,0
1.08,18.18,52.01,0,2028.53,0
1.97,17.18,52.01,0,2028.53,0
1.97,16.05,50.71,0,2028.53,0
1.97,15.01,50.71,0,2028.53,0
1.97,13.86,50.71,0,2028.53,0
1.97,12.84,50.71,0,2028.53,0
1.97,11.76,50.71,0,2028.53,0
1.97,10.65,50.71,0,2028.53,0
1.97,9.64,50.71,0,2028.53,0
1.97,8.8,50.71,0,2028.53,0
1.97,7.92,50.71,0,2028.53,0
2.56,7.11,50.71,0,2028.53,0
2.56,6.32,49.48,0,2028.53,0
2.56,5.59,49.48,0,2028.53,0
2.56,4.93,49.48,0,2028.53,0
2.56,4.33,49.48,0,2028.53,0
2.56,3.85,49.48,0,2028.53,0
2.56,3.36,49.48,0,2028.53,0
2.56,3,49.48,0,2028.53,0
2.56,2.61,49.48,0,2028.53,0
2.83,0.03,49.48,0,2028.53,0
2.83,-0.02,48.3,0,2028.53,0
2.83,0.03,48.3,0,2028.53,0
2.83,-0.01,48.3,0,2028.53,0
2.83,0.01,48.3,0,2028.53,0
2.83,0,48.3,0,2028.53,0
3.08,-0.04,0,0,32.46,0
3.08,0,0,0,38.36,0
3.08,0.03,0,0,40.16,0
3.08,-0.06,0,0,41.97,0
3.05,0.04,0,0,43.28,0
3.05,-0.03,0,0,44.26,0
3.05,0.02,0,0,45.41,0
3.05,-0.02,0,0,46.56,0
3.05,0,47.54,0,47.54,0
3.05,-0.02,48.52,0,48.52,0
3.05,0.02,49.34,0,49.34,0
3.05,0.03,49.84,0,49.84,0
3.05,-0.01,50.66,0,50.66,0
3.03,0.04,51.15,0,51.15,0
3.03,0.02,51.64,0,51.64,0
3.03,0,52.13,0,52.13,0
3.03,0.01,26.15,0,52.3,0
3.03,-0.01,26.23,0,52.46,0
3.03,0.03,26.23,0,52.46,0
3.03,0.04,26.23,0,52.46,0
3.03,0.03,26.23,0,52.46,0
3.03,0.02,26.23,0,52.46,0
3.03,0.02,26.23,0,52.46,0
3.03,0.01,26.23,0,52.46,0
3.03,0,26.23,0,52.46,0
3.03,-0.05,17.49,0,52.46,0
3.03,-0.03,17.49,0,52.46,0
3.03,-0.02,17.49,0,52.46,0
3.03,-0.01,17.49,0,52.46,0
3.03,0,17.49,0,52.46,0
3.03,-0.02,17.49,0,52.46,0
3.04,-0.02,17.49,0,52.46,0
3.04,-0.01,17.49,0,52.46,0
3.04,0.02,17.49,0,52.46,0
3.04,0,17.49,0,52.46,0
3.04,0.03,13.11,0,52.46,0
3.04,0,13.11,0,52.46,0
3.04,0,13.11,0,52.46,0
3.04,-0.03,13.11,0,52.46,0
3.04,-0.02,13.11,0,52.46,0
3.05,-0.06,13.11,0,52.46,0
3.05,-0.04,13.11,0,52.46,0
3.05,-0.03,13.11,0,52.46,0
3.05,-0.01,13.11,0,52.46,0
3.05,-0.01,10.49,1.39,52.46,0.01
3.05,-0.03,10.56,1.66,52.79,0.01
3.05,-0.01,11.7,1.33,58.52,0.02
3.05,0.03,12.39,0.69,61.97,0.08
3.05,0.03,12.66,0.75,63.28,0.07
1.84,0,12.89,1.2,64.43,0.06
1.84,0.01,12.98,1.96,64.92,33.6
1.84,-0.01,13.34,2.54,66.72,40.23
1.84,-0.01,13.44,2.51,67.21,40.23
1.84,0,11.26,150.34,67.54,34.34
1.84,0,12.13,213.71,72.79,26.43
1.84,-0.04,16.23,263.63,97.38,21.7
1.84,-0.03,19.07,283.43,114.43,17.26
1.84,-0.04,21.31,279.68,127.87,15.77
0.62,-0.01,24.43,283.75,146.56,15.26
0.62,-0.01,27.6,291.49,165.57,15.43
0.62,3.44,30.19,285.95,181.15,15.33
0.62,4.24,32.6,290.33,195.57,15.13
0.62,5.13,30.87,273.1,216.07,15.73
0.62,5.9,33.14,295.03,231.97,15.91
0.62,6.85,35.76,298.03,250.33,15.82
0.62,7.64,38.31,286.33,268.2,16.47
0.62,8.43,41.03,286.63,287.21,15.88
0.27,9.15,43.37,292.63,303.61,16.53
0.27,9.93,46.09,294.33,322.62,16.07
0.27,10.76,49.09,299.46,343.61,16.32
0.27,11.78,51.99,300.14,363.93,15.54
0.27,12.88,48.67,298.83,389.34,15.48
0.27,14.2,52.66,293.33,421.31,16.54
0.27,15.27,56.07,299.11,448.52,16.48
0.23,16.18,59.51,298.95,476.07,16.26
0.23,16.95,62.56,302.49,500.49,15.77
0.23,17.03,62.68,303.19,501.48,16.24
0.23,17.48,65.23,296.16,521.8,16.47
0.23,17.84,59.96,294.83,539.67,15.67
0.23,18.12,61.62,289.55,554.59,15.96
0.23,18.43,63.86,290.51,574.75,15.91
0.23,18.62,65.63,285.85,590.66,15.86
0.23,18.8,67.65,290.48,608.85,16.47
0.23,18.88,69.65,279.91,626.89,16.31
0.24,19.02,71.53,281.66,643.77,16.42
0.24,19.05,73.5,283,661.48,16.49
0.24,19.13,75.85,278.68,682.62,16.16
0.24,19.05,69.77,280.31,697.71,16.33
0.24,18.94,71.69,286.06,716.89,16.11
0.24,18.77,73.56,290.14,735.57,15.56
0.24,18.57,74.98,281.71,749.84,15.78
0.24,18.23,77.1,282.86,770.98,15.46
0.24,17.95,78.7,291.64,787.05,16.39
0.25,17.56,80.49,280.64,804.92,16.48
0.25,17.16,82.21,288.38,822.13,16.21
0.25,16.65,84.21,278.51,842.13,16.12
0.25,16.2,77.99,269.66,857.87,16.84
0.25,15.69,79.69,282.85,876.56,16.76
0.25,15.2,81.3,275.98,894.26,15.89
0.25,14.65,82.95,280.14,912.46,16.13
0.25,14.03,84.52,295.95,929.67,16.82
0.25,13.51,85.92,272.75,945.08,16.73
0.24,12.91,87.73,287.58,965.08,17.08
0.24,12.38,89.21,273.93,981.31,16.83
0.24,11.8,90.89,279.64,999.84,16.22
0.24,11.23,84.96,282.35,1019.51,16.71
0.24,10.67,86.58,278.64,1039.02,16.53
0.24,10.25,87.87,282.3,1054.43,16.2
0.24,9.82,89.45,281.23,1073.44,16.71
0.24,9.39,91.05,277.71,1092.62,16.45
